Date,WVHT,DPD,MWD,WVHT_Mean,WVHT_Var,Obs
2011-12-08,2.85,18.18,311.0,2.395769230769231,0.02695338461538461,15.0
2011-12-09,2.97,14.29,317.0,2.546538461538461,0.03939953846153845,15.0
2011-12-10,2.71,13.33,319.0,2.375384615384615,0.012265846153846127,8.0
2011-12-11,2.39,7.69,40.0,2.158846153846154,0.018258615384615363,4.0
2011-12-12,1.89,7.14,45.0,1.691153846153846,0.014042615384615396,2.0
2011-12-13,1.69,9.88,48.0,1.511153846153846,0.00521861538461539,3.0
2011-12-14,1.65,13.33,340.0,1.5499999999999998,0.0035759999999999963,4.0
2011-12-15,1.69,12.5,317.0,1.516,0.01002526315789473,5.0
2011-12-16,2.95,14.29,319.0,2.5,0.04351200000000004,15.0
2011-12-17,3.5,14.29,322.0,3.14,0.02986399999999998,15.0
2011-12-18,2.44,14.29,315.0,2.292307692307692,0.009218461538461505,7.0
2011-12-19,2.11,8.33,33.0,1.9461538461538461,0.011536615384615357,4.0
2011-12-20,2.51,11.76,332.0,2.24,0.027160000000000087,5.0
2011-12-21,2.18,12.5,321.0,2.0242307692307695,0.007489384615384596,4.0
2011-12-22,1.82,7.14,41.0,1.7000000000000002,0.006575999999999998,4.0
2011-12-23,2.2,12.5,342.0,2.0576923076923075,0.010226461538461556,4.0
2011-12-24,2.33,8.33,34.0,2.1496153846153847,0.012595846153846157,3.0
2011-12-25,3.03,15.38,349.0,2.540769230769231,0.03832738461538457,7.0
2011-12-26,2.18,12.5,340.0,1.8299999999999998,0.03546400000000002,4.0
2011-12-27,1.78,14.29,325.0,1.5253846153846153,0.011017846153846161,3.0
2011-12-28,2.18,18.18,314.0,1.6434615384615383,0.06789553846153844,8.0
2011-12-29,2.29,15.38,324.0,1.9207692307692308,0.020263384615384607,8.0
2011-12-30,1.75,12.5,328.0,1.4869230769230768,0.028974153846153858,4.0
2011-12-31,1.42,11.76,321.0,1.2850000000000001,0.005170000000000012,4.0
2012-01-01,3.08,15.38,336.0,1.9211538461538462,0.41010661538461557,10.0
2012-01-02,2.6,13.33,324.0,2.073076923076923,0.08909415384615388,8.0
2012-01-03,3.21,15.38,325.0,1.945,0.421194,12.0
2012-01-04,4.82,16.67,319.0,4.08,0.23330399999999993,20.0
2012-01-05,2.85,13.33,318.0,2.456153846153846,0.017720615384615435,10.0
2012-01-06,1.97,20.0,305.0,1.823846153846154,0.015525641025641032,6.0
2012-01-07,1.86,16.67,308.0,1.600952380952381,0.013129047619047634,7.0
2012-01-08,2.88,15.38,311.0,2.5144444444444445,0.041084967320261435,12.0
2012-01-09,2.25,13.33,318.0,1.8143478260869563,0.021862055335968432,7.0
2012-01-10,2.0,15.38,324.0,1.7899999999999998,0.01157894736842105,6.0
2012-01-11,2.36,13.33,314.0,2.0130434782608693,0.03567667984189718,10.0
2012-01-12,2.6,13.33,329.0,2.1676190476190476,0.043109047619047644,8.0
2012-01-13,3.06,13.33,333.0,2.6058333333333334,0.09879927536231882,8.0
2012-01-14,2.84,11.11,332.0,2.407083333333333,0.028821557971014485,6.0
2012-01-15,1.54,11.76,348.0,1.390769230769231,0.008391384615384596,4.0
2012-01-16,2.38,14.29,318.0,1.9704545454545455,0.05610930735930729,10.0
2012-01-17,2.15,12.5,314.0,1.9091999999999998,0.013865999999999998,6.0
2012-01-18,1.46,11.76,317.0,1.3703846153846155,0.0031798461538461486,4.0
2012-01-19,1.31,9.88,318.0,1.1676923076923076,0.006706461538461539,4.0
2012-01-20,1.68,9.88,311.0,1.238,0.03828333333333341,5.0
2012-01-21,1.96,11.11,314.0,1.78,0.015432000000000012,6.0
2012-01-22,1.62,10.53,324.0,1.446,0.007649999999999997,3.0
2012-01-23,1.56,10.53,317.0,1.376,0.007077894736842103,4.0
2012-01-24,1.28,11.76,317.0,1.0781818181818181,0.007491774891774891,3.0
2012-01-25,2.4,13.33,322.0,2.0730434782608698,0.051594861660079025,8.0
2012-01-26,1.68,12.5,338.0,1.4396153846153845,0.015051846153846162,5.0
2012-01-27,1.8,11.76,335.0,1.3990909090909092,0.03892294372294366,5.0
2012-01-28,3.83,16.67,311.0,3.229230769230769,0.12422338461538462,18.0
2012-01-29,2.1,14.29,307.0,1.8684615384615384,0.01884553846153848,8.0
2012-01-30,4.17,16.67,308.0,3.2352,0.2090759999999999,20.0
2012-01-31,3.19,16.67,307.0,2.736086956521739,0.07118853754940714,16.0
2012-02-01,2.03,14.29,315.0,1.758076923076923,0.01800015384615384,8.0
2012-02-02,1.79,14.29,328.0,1.4196153846153845,0.015859846153846148,5.0
2012-02-03,2.36,13.33,324.0,1.98,0.03601666666666672,8.0
2012-02-04,3.09,13.33,343.0,2.401153846153846,0.16121061538461526,8.0
2012-02-05,3.19,11.11,333.0,2.5092,0.07113266666666664,6.0
2012-02-06,3.22,14.29,326.0,2.8025,0.05335869565217388,14.0
2012-02-07,3.86,13.33,318.0,3.032083333333333,0.13095634057971028,14.0
2012-02-08,6.32,13.33,325.0,5.353750000000001,0.16337228260869593,20.0
2012-02-09,4.28,13.33,318.0,3.564583333333333,0.11385199275362337,15.0
2012-02-10,2.73,12.5,328.0,2.33,0.03777142857142856,8.0
2012-02-11,2.69,14.29,340.0,2.3407692307692307,0.0732953846153845,8.0
2012-02-12,2.49,13.33,317.0,2.0265384615384616,0.043591538461538494,8.0
2012-02-13,2.57,16.67,321.0,2.344583333333333,0.020495471014492755,10.0
2012-02-14,2.34,15.38,318.0,1.8417391304347825,0.03409683794466398,8.0
2012-02-15,2.51,14.29,321.0,1.79,0.11824999999999992,8.0
2012-02-16,3.19,15.38,312.0,2.7680000000000002,0.052983333333333306,15.0
2012-02-17,2.65,14.29,315.0,2.382307692307692,0.014906461538461535,8.0
2012-02-18,2.48,13.33,325.0,2.1696,0.017304000000000045,6.0
2012-02-19,2.09,12.5,335.0,1.8034615384615384,0.013423538461538457,4.0
2012-02-20,2.04,15.38,314.0,1.779047619047619,0.02467904761904762,6.0
2012-02-21,1.8,13.33,328.0,1.6683333333333332,0.007718840579710154,5.0
2012-02-22,1.78,12.5,331.0,1.6538461538461537,0.0067526153846154,4.0
2012-02-23,1.93,12.5,312.0,1.7045833333333331,0.011399818840579713,5.0
2012-02-24,1.65,9.88,356.0,1.4092307692307693,0.012471384615384605,4.0
2012-02-25,1.47,18.18,311.0,1.2704,0.009287333333333335,3.0
2012-02-26,2.45,15.38,314.0,2.2136,0.010873999999999988,8.0
2012-02-27,2.15,9.09,48.0,2.013478260869565,0.004287351778656131,5.0
2012-02-28,2.17,15.38,311.0,2.0326923076923076,0.007564461538461533,7.0
2012-02-29,1.94,9.88,40.0,1.7342307692307695,0.015393384615384594,3.0
2012-03-01,1.51,7.14,54.0,1.36,0.006258333333333307,2.0
2012-03-02,1.37,8.33,52.0,1.2557692307692307,0.004729384615384613,2.0
2012-03-03,1.93,14.29,329.0,1.3826923076923079,0.045076461538461586,4.0
2012-03-04,4.44,13.33,328.0,3.74875,0.1273331521739131,15.0
2012-03-05,4.62,11.76,355.0,4.168333333333333,0.05317101449275358,15.0
2012-03-06,4.53,14.29,14.0,3.613125,0.26343625000000004,10.0
2012-03-07,3.4,11.76,17.0,3.1156,0.01685899999999999,8.0
2012-03-08,2.88,8.33,9.0,2.6536,0.008890666666666677,4.0
2012-03-09,4.43,10.53,16.0,3.6337500000000005,0.07064184782608693,8.0
2012-03-10,3.51,9.88,21.0,3.0992,0.04370766666666662,7.0
2012-03-11,2.98,9.88,31.0,2.5903846153846155,0.0365318461538461,5.0
2012-03-12,2.46,8.33,37.0,2.1795833333333334,0.011760688405797104,4.0
2012-03-13,1.81,11.76,332.0,1.64375,0.006189673913043471,2.0
2012-03-14,1.8,9.88,13.0,1.6146153846153848,0.009569846153846182,2.0
2012-03-15,1.93,11.11,6.0,1.6811538461538462,0.010282615384615399,4.0
2012-03-16,2.28,14.29,325.0,2.044583333333333,0.014599818840579737,6.0
2012-03-17,1.75,12.5,336.0,1.6332,0.00586433333333333,3.0
2012-03-18,1.59,7.14,49.0,1.3552000000000002,0.015017666666666632,2.0
2012-03-19,1.24,10.53,16.0,1.0859999999999999,0.00959166666666666,2.0
2012-03-20,0.99,7.14,52.0,0.8860869565217391,0.0038794466403162062,1.0
2012-03-21,2.84,12.5,326.0,2.4348,0.04460099999999994,7.0
2012-03-22,3.24,11.76,0.0,2.7265384615384614,0.04765553846153844,6.0
2012-03-23,3.06,9.88,24.0,2.71,0.03382499999999999,4.0
2012-03-24,2.94,9.88,27.0,2.641923076923077,0.024880153846153844,4.0
2012-03-25,2.19,11.11,13.0,1.8528,0.03375433333333334,3.0
2012-03-26,1.81,9.88,21.0,1.6468,0.006906000000000002,2.0
2012-03-27,1.87,11.11,357.0,1.6819230769230769,0.005360153846153853,3.0
2012-03-28,1.63,12.5,350.0,1.4670833333333333,0.010143297101449275,3.0
2012-03-29,1.65,14.29,326.0,1.4566666666666668,0.00765797101449276,4.0
2012-03-30,1.86,11.11,332.0,1.6600000000000001,0.011113043478260882,3.0
2012-03-31,2.92,9.88,357.0,2.569230769230769,0.03891938461538473,8.0
2012-04-01,1.92,9.09,37.0,1.635,0.02237000000000001,5.0
2012-04-02,1.73,13.33,312.0,1.2833333333333334,0.05368405797101449,6.0
2012-04-03,2.31,11.76,333.0,2.0476,0.019943999999999986,7.0
2012-04-04,1.86,11.11,6.0,1.7207692307692308,0.0061513846153846185,4.0
2012-04-05,2.14,9.88,4.0,1.6576,0.030710666666666674,4.0
2012-04-06,1.66,9.88,0.0,1.5183333333333333,0.00684927536231887,3.0
2012-04-07,2.61,9.88,356.0,2.28125,0.025828804347826056,7.0
2012-04-08,2.87,9.88,21.0,2.496923076923077,0.04443815384615392,5.0
2012-04-09,2.32,7.69,28.0,2.0165217391304346,0.008441897233201566,3.0
2012-04-10,2.05,11.11,33.0,1.9200000000000002,0.005967999999999985,3.0
2012-04-11,1.78,11.11,24.0,1.6091666666666666,0.011790579710144923,3.0
2012-04-12,1.7,13.33,338.0,1.4603846153846154,0.010299846153846139,4.0
2012-04-13,1.47,9.88,9.0,1.2965384615384616,0.006743538461538464,5.0
2012-04-14,1.98,16.67,308.0,1.3303846153846155,0.15773184615384617,10.0
2012-04-15,2.15,13.33,305.0,1.9024,0.014827333333333323,8.0
2012-04-16,1.89,11.76,332.0,1.6381818181818182,0.012596536796536793,4.0
2012-04-17,2.0,11.76,338.0,1.68,0.02184166666666665,4.0
2012-04-18,1.62,10.53,348.0,1.4030769230769229,0.012510153846153843,3.0
2012-04-19,1.29,10.53,339.0,1.2133333333333334,0.0037014492753623144,2.0
2012-04-20,1.17,9.09,9.0,1.068695652173913,0.003420948616600797,2.0
2012-04-21,1.85,9.09,0.0,1.2488461538461537,0.041898615384615444,2.0
2012-04-22,2.69,8.33,9.0,2.387826086956522,0.0204359683794467,4.0
2012-04-23,2.52,7.69,33.0,2.3245833333333334,0.020773731884058014,4.0
2012-04-24,1.98,11.11,357.0,1.771923076923077,0.011096153846153822,3.0
2012-04-25,1.59,7.69,30.0,1.4407692307692308,0.004423384615384617,2.0
2012-04-26,1.3,7.69,47.0,1.2104,0.0045373333333333385,3.0
2012-04-27,1.53,12.5,301.0,1.2963999999999998,0.01464900000000003,2.0
2012-04-28,1.5,11.76,307.0,1.389090909090909,0.0029419913419913442,2.0
2012-04-29,1.76,11.76,338.0,1.55,0.007,3.0
2012-04-30,1.75,11.76,340.0,1.583,0.009032631578947355,3.0
2012-05-01,1.61,7.14,47.0,1.426,0.007441666666666675,2.0
2012-05-02,1.34,9.09,38.0,1.268846153846154,0.0011146153846153892,1.0
2012-05-03,1.76,6.67,48.0,1.580769230769231,0.006175384615384605,1.0
2012-05-04,1.85,8.33,51.0,1.6608333333333334,0.007016666666666662,1.0
2012-05-05,1.52,8.33,47.0,1.3356521739130434,0.010625691699604757,1.0
2012-05-06,1.49,8.33,45.0,1.3707692307692307,0.004231384615384598,1.0
2012-05-07,1.34,7.14,51.0,1.2295652173913043,0.003540711462450599,1.0
2012-05-08,1.36,7.69,40.0,1.2679166666666666,0.0033911231884057964,1.0
2012-05-09,1.88,12.5,349.0,1.6754166666666668,0.023443297101449295,4.0
2012-05-10,2.0,11.76,339.0,1.8299999999999998,0.016888000000000014,5.0
2012-05-11,1.56,11.11,0.0,1.3784,0.01090566666666666,3.0
2012-05-12,0.95,8.33,18.0,0.8726923076923078,0.003180461538461542,2.0
2012-05-13,0.79,8.33,42.0,0.7184615384615385,0.002685538461538467,1.0
2012-05-14,0.87,9.88,18.0,0.725,0.0028357142857142895,2.0
2012-05-15,1.21,9.09,349.0,1.0423076923076924,0.0171624615384615,2.0
2012-05-16,1.58,9.09,27.0,1.381,0.012914736842105262,3.0
2012-05-17,1.36,8.33,28.0,1.228846153846154,0.003602615384615378,2.0
2012-05-18,1.23,8.33,28.0,1.1007692307692307,0.003583384615384622,1.0
2012-05-19,1.15,7.14,40.0,1.0096,0.005403999999999999,2.0
2012-05-20,1.26,9.88,317.0,1.1416666666666666,0.00451014492753622,3.0
2012-05-21,1.1,9.88,328.0,0.9495652173913044,0.004149802371541499,2.0
2012-05-22,1.29,4.76,45.0,1.0484,0.01214733333333335,1.0
2012-05-23,1.51,7.69,38.0,1.2684,0.009322333333333346,1.0
2012-05-24,1.53,9.09,54.0,1.3669565217391304,0.00857667984189722,2.0
2012-05-25,1.56,9.09,54.0,1.4283333333333335,0.0037971014492753593,2.0
2012-05-26,1.57,6.25,49.0,1.53,0.001600000000000003,2.0
2012-05-27,1.87,6.67,41.0,1.6504545454545456,0.011814069264069285,2.0
2012-05-28,2.17,7.69,45.0,1.9227272727272726,0.011258874458874442,2.0
2012-05-29,1.75,7.14,48.0,1.60125,0.0086983695652174,2.0
2012-05-30,1.72,6.25,44.0,1.30375,0.023407065217391304,1.0
2012-05-31,1.99,15.38,328.0,1.49,0.06246086956521737,5.0
2012-06-01,2.35,13.33,331.0,2.1196,0.018870666666666643,6.0
2012-06-02,1.73,11.76,331.0,1.5983333333333334,0.010049275362318817,3.0
2012-06-03,1.64,6.25,45.0,1.4541666666666666,0.009964492753623173,2.0
2012-06-04,1.41,5.88,49.0,1.2073913043478262,0.015520158102766808,2.0
2012-06-05,1.46,7.69,24.0,1.242,0.014124999999999978,2.0
2012-06-06,1.43,7.69,45.0,1.2844,0.005009000000000014,1.0
2012-06-07,1.08,7.69,54.0,0.9815384615384615,0.006765538461538469,1.0
2012-06-08,1.21,8.33,56.0,1.0492,0.0035243333333333337,1.0
2012-06-09,1.26,11.76,308.0,1.1130434782608696,0.00793122529644266,1.0
2012-06-10,1.29,20.0,328.0,1.1188461538461538,0.006594615384615373,3.0
2012-06-11,1.15,16.67,301.0,1.0456,0.003342333333333345,4.0
2012-06-12,1.48,14.29,310.0,1.2656,0.007242333333333343,5.0
2012-06-13,1.15,12.5,303.0,1.0084,0.005772333333333341,3.0
2012-06-14,0.86,11.11,319.0,0.7766666666666667,0.007440579710144934,2.0
2012-06-15,0.8,10.53,303.0,0.7342307692307692,0.001649384615384617,1.0
2012-06-16,1.19,14.29,311.0,1.058846153846154,0.005074615384615369,5.0
2012-06-17,1.67,11.11,312.0,1.538,0.004616666666666662,4.0
2012-06-18,2.12,8.33,54.0,1.9,0.011058333333333337,2.0
2012-06-19,2.16,9.88,54.0,1.7312,0.029302666666666675,2.0
2012-06-20,1.83,7.69,41.0,1.6870833333333335,0.007925905797101434,2.0
2012-06-21,1.73,9.88,35.0,1.5252000000000001,0.01077599999999998,2.0
2012-06-22,1.52,7.69,33.0,1.3654166666666665,0.007269384057971015,2.0
2012-06-23,1.61,7.14,47.0,1.5173076923076925,0.002916461538461536,2.0
2012-06-24,1.86,7.14,44.0,1.7031999999999998,0.011430999999999998,3.0
2012-06-25,2.46,8.33,44.0,2.2214285714285715,0.021332857142857226,3.0
2012-06-26,2.07,8.33,40.0,1.8388,0.008052666666666645,3.0
2012-06-27,2.11,8.33,31.0,1.8888461538461538,0.0111626153846154,3.0
2012-06-28,1.66,7.14,34.0,1.4624000000000001,0.004493999999999998,2.0
2012-06-29,1.66,8.33,17.0,1.4015384615384614,0.0166135384615385,2.0
2012-06-30,1.38,7.14,31.0,1.1842307692307692,0.008009384615384602,2.0
2012-07-01,1.03,7.14,14.0,0.9372,0.002029333333333334,1.0
2012-07-02,1.19,7.69,11.0,1.1004166666666666,0.0026911231884058097,2.0
2012-07-03,1.58,8.33,14.0,1.4420833333333334,0.00546068840579711,3.0
2012-07-04,1.71,8.33,37.0,1.5108695652173914,0.009526482213438745,3.0
2012-07-05,2.03,8.33,51.0,1.7852173913043479,0.019680632411067205,3.0
2012-07-06,1.82,8.33,41.0,1.6263636363636365,0.005814718614718614,2.0
2012-07-07,2.04,8.33,48.0,1.7992307692307692,0.013583384615384598,2.0
2012-07-08,1.73,8.33,51.0,1.5715999999999999,0.004030666666666668,2.0
2012-07-09,1.66,5.88,30.0,1.4962499999999999,0.009059239130434778,2.0
2012-07-10,1.48,7.14,41.0,1.3433333333333333,0.008803333333333312,1.0
2012-07-11,1.11,6.25,37.0,1.0290000000000001,0.0017357894736842103,1.0
2012-07-12,1.1,5.26,40.0,1.0165217391304346,0.00167826086956522,1.0
2012-07-13,1.44,6.67,54.0,1.2295454545454545,0.007614069264069272,1.0
2012-07-14,1.42,6.67,52.0,1.1986956521739132,0.018148221343873547,1.0
2012-07-15,1.24,6.67,51.0,1.1757692307692307,0.0019453846153846144,1.0
2012-07-16,1.45,8.33,49.0,1.3426315789473684,0.0033426900584795343,2.0
2012-07-17,1.87,8.33,47.0,1.6545833333333333,0.012530253623188414,2.0
2012-07-18,1.93,8.33,45.0,1.613333333333333,0.031233333333333346,2.0
2012-07-19,1.79,7.69,47.0,1.5188,0.028219333333333305,2.0
2012-07-20,1.29,8.33,47.0,1.1792307692307693,0.002119384615384621,2.0
2012-07-21,1.3,9.88,41.0,1.1272,0.00645433333333334,2.0
2012-07-22,1.07,9.09,37.0,0.9865384615384615,0.0026875384615384613,1.0
2012-07-23,1.15,6.67,48.0,1.0152173913043478,0.005262450592885378,1.0
2012-07-24,1.44,7.69,48.0,1.2934615384615387,0.0045995384615384475,2.0
2012-07-25,1.5,7.14,42.0,1.3492307692307692,0.00689538461538461,2.0
2012-07-26,1.48,8.33,45.0,1.3816666666666666,0.003953623188405794,2.0
2012-07-27,1.42,8.33,42.0,1.2458333333333333,0.008373188405797104,2.0
2012-07-28,1.37,7.69,38.0,1.2930769230769232,0.0031501538461538537,2.0
2012-07-29,1.46,7.69,44.0,1.3496000000000001,0.0024123333333333293,2.0
2012-07-30,1.37,6.25,44.0,1.2492307692307691,0.003303384615384605,2.0
2012-07-31,1.29,7.14,51.0,1.1475,0.0031065217391304262,1.0
2012-08-01,1.04,6.25,48.0,0.9130434782608695,0.003967588932806323,1.0
2012-08-02,0.89,5.26,49.0,0.7803999999999999,0.0027290000000000023,1.0
2012-08-03,0.95,6.25,51.0,0.8592,0.0021326666666666694,1.0
2012-08-04,1.05,5.56,54.0,0.9400000000000001,0.0017199999999999993,1.0
2012-08-05,1.03,4.76,38.0,0.924,0.0043166666666666674,1.0
2012-08-06,1.12,5.88,42.0,0.9934615384615385,0.0054875384615384725,1.0
2012-08-07,1.22,6.25,51.0,1.1153846153846154,0.0038178461538461513,1.0
2012-08-08,1.41,7.14,49.0,1.2223076923076923,0.007050461538461533,1.0
2012-08-09,1.26,6.25,45.0,1.1566666666666667,0.0019333333333333355,1.0
2012-08-10,0.97,8.33,40.0,0.9195652173913043,0.0008952569169960462,1.0
2012-08-11,1.01,5.56,51.0,0.9408695652173913,0.001308300395256916,1.0
2012-08-12,1.21,6.25,37.0,1.0704166666666668,0.007038949275362328,1.0
2012-08-13,1.18,7.69,48.0,1.0557142857142858,0.004205714285714283,1.0
2012-08-14,1.33,7.69,55.0,1.2353846153846153,0.002481846153846154,1.0
2012-08-15,1.55,5.26,48.0,1.2796153846153844,0.012083846153846162,1.0
2012-08-16,1.58,10.53,345.0,1.3891999999999998,0.013640999999999947,3.0
2012-08-17,1.54,9.88,338.0,1.315,0.010961999999999979,3.0
2012-08-18,1.25,9.09,359.0,1.1557692307692307,0.003081384615384633,2.0
2012-08-19,1.33,6.67,31.0,1.2548000000000001,0.001976000000000005,2.0
2012-08-20,1.42,6.67,35.0,1.323,0.006211578947368424,1.0
2012-08-21,0.97,6.25,45.0,0.9049999999999999,0.0019304347826086994,1.0
2012-08-22,0.93,5.56,44.0,0.8214285714285714,0.004092857142857148,1.0
2012-08-23,0.82,3.7,41.0,0.7452173913043478,0.0013079051383399227,1.0
2012-08-24,0.76,4.35,41.0,0.6828,0.004345999999999996,1.0
2012-08-25,0.73,4.76,42.0,0.6976,0.00046066666666666516,1.0
2012-08-26,0.99,5.88,54.0,0.8604,0.0062289999999999976,1.0
2012-08-27,1.09,5.88,49.0,1.0040909090909091,0.0021491341991342052,1.0
2012-08-28,1.28,6.25,44.0,1.1234782608695653,0.0048782608695652095,1.0
2012-08-29,1.3,6.67,49.0,1.0920833333333333,0.011365036231884037,1.0
2012-08-30,1.08,5.26,47.0,0.9465384615384616,0.004951538461538464,1.0
2012-08-31,1.24,7.69,41.0,1.0569230769230769,0.01704615384615386,1.0
2012-09-01,1.23,5.88,49.0,1.0604,0.006837333333333334,1.0
2012-09-02,1.31,6.25,41.0,1.1903846153846154,0.01117984615384615,1.0
2012-09-03,1.41,7.69,51.0,1.2604,0.00450399999999999,1.0
2012-09-04,1.45,8.33,51.0,1.2623076923076924,0.007586461538461521,1.0
2012-09-05,1.87,9.09,47.0,1.615,0.010454761904761896,1.0
2012-09-06,1.54,8.33,45.0,1.3629166666666668,0.01188242753623189,1.0
2012-09-07,1.72,14.29,322.0,1.4190476190476191,0.0149690476190476,6.0
2012-09-08,1.38,11.76,331.0,1.2654166666666666,0.003478079710144927,4.0
2012-09-09,1.32,11.11,338.0,1.2325,0.002984782608695656,2.0
2012-09-10,1.53,9.88,356.0,1.4272222222222222,0.002091830065359475,2.0
2012-09-11,1.62,7.14,48.0,1.3568,0.015447666666666686,1.0
2012-09-12,1.46,7.14,44.0,1.2345454545454546,0.01440692640692642,1.0
2012-09-13,1.21,7.69,41.0,1.1404761904761904,0.002014761904761897,1.0
2012-09-14,1.27,7.69,49.0,1.1416666666666666,0.00625797101449275,1.0
2012-09-15,1.07,6.67,49.0,0.9944,0.003034000000000005,1.0
2012-09-16,1.01,9.88,25.0,0.9722222222222222,0.001018300653594771,1.0
2012-09-17,1.09,7.14,44.0,0.9876,0.0023273333333333358,1.0
2012-09-18,1.02,6.67,47.0,0.9263157894736843,0.0026690058479532175,1.0
2012-09-19,1.22,9.88,339.0,1.0471428571428572,0.011351428571428557,3.0
2012-09-20,0.76,9.88,340.0,0.7026923076923077,0.0016524615384615326,2.0
2012-09-21,0.99,11.76,328.0,0.8229166666666666,0.007482427536231882,3.0
2012-09-22,1.57,16.67,328.0,1.2252,0.020209333333333326,5.0
2012-09-23,3.15,14.29,333.0,2.8124000000000002,0.042860666666666714,12.0
2012-09-24,2.88,13.33,342.0,2.433478260869565,0.05597826086956512,8.0
2012-09-25,1.8,12.5,348.0,1.6075,0.007654347826086966,5.0
2012-09-26,1.42,11.11,343.0,1.3170833333333334,0.0026128623188405743,2.0
2012-09-27,1.18,9.88,342.0,1.0884615384615386,0.002125538461538454,2.0
2012-09-28,1.44,6.67,45.0,1.3304,0.007587333333333321,2.0
2012-09-29,2.26,14.29,349.0,1.7196,0.04082066666666663,2.0
2012-09-30,1.46,12.5,326.0,1.3125,0.007715217391304328,4.0
2012-10-01,1.34,10.53,331.0,1.1123809523809522,0.012789047619047617,4.0
2012-10-02,1.81,11.76,336.0,1.4391999999999998,0.020482666666666694,4.0
2012-10-03,1.1,10.53,340.0,0.9980769230769231,0.002432153846153855,2.0
2012-10-04,0.98,14.29,311.0,0.8942307692307693,0.0018173846153846135,2.0
2012-10-05,1.23,15.38,318.0,1.0626923076923076,0.0057724615384615405,4.0
2012-10-06,1.78,13.33,326.0,1.4704166666666667,0.01880416666666668,5.0
2012-10-07,1.73,11.11,348.0,1.4835999999999998,0.014074000000000005,4.0
2012-10-08,2.28,20.0,322.0,1.646086956521739,0.08579762845849802,12.0
2012-10-09,3.6,18.18,326.0,2.7012,0.2825360000000002,18.0
2012-10-10,3.75,15.38,325.0,3.4265384615384615,0.02402353846153847,18.0
2012-10-11,2.31,12.5,329.0,1.9712500000000002,0.03596793478260869,9.0
2012-10-12,1.73,11.11,336.0,1.4354545454545453,0.013349783549783552,5.0
2012-10-13,1.25,9.88,340.0,1.1108333333333333,0.004442753623188409,4.0
2012-10-14,1.64,12.5,333.0,1.4196,0.007012333333333328,5.0
2012-10-15,1.56,12.5,325.0,1.431304347826087,0.0049300395256916965,4.0
2012-10-16,1.46,9.88,338.0,1.268076923076923,0.00783215384615384,3.0
2012-10-17,1.38,15.38,317.0,1.0503846153846153,0.02372384615384616,4.0
2012-10-18,1.79,13.33,314.0,1.4596,0.013820666666666677,6.0
2012-10-19,1.28,11.76,332.0,1.161923076923077,0.004080153846153841,3.0
2012-10-20,1.41,11.11,332.0,1.2656,0.004342333333333336,3.0
2012-10-21,1.61,8.33,34.0,1.3903846153846153,0.005467846153846152,3.0
2012-10-22,1.45,8.33,42.0,1.3148,0.0029093333333333336,3.0
2012-10-23,1.3,10.53,349.0,1.2073913043478262,0.004074703557312252,3.0
2012-10-24,1.17,15.38,291.0,1.0006666666666666,0.012592380952380949,3.0
2012-10-25,0.85,9.88,357.0,0.7507692307692307,0.003743384615384618,2.0
2012-10-26,2.35,14.29,318.0,2.0919230769230768,0.0334881538461538,12.0
2012-10-27,3.42,14.29,322.0,2.953461538461539,0.05498353846153842,12.0
2012-10-28,1.92,11.11,325.0,1.7334615384615384,0.010863538461538442,6.0
2012-10-29,1.94,10.53,343.0,1.6238461538461537,0.02352861538461536,3.0
2012-10-30,2.22,13.33,346.0,1.889230769230769,0.025103384615384618,6.0
2012-10-31,1.63,9.88,346.0,1.4038461538461537,0.011112615384615382,3.0
2012-11-01,0.97,9.88,352.0,0.8600000000000001,0.004209090909090915,2.0
2012-11-02,1.22,11.76,321.0,0.9615384615384616,0.018549538461538485,3.0
2012-11-03,1.39,14.29,357.0,1.0231999999999999,0.03038100000000001,4.0
2012-11-04,3.26,14.29,346.0,2.4696153846153845,0.23230784615384614,12.0
2012-11-05,3.04,13.33,355.0,2.7053846153846157,0.024529846153846138,10.0
2012-11-06,2.79,12.5,353.0,2.501153846153846,0.010994615384615372,7.0
2012-11-07,2.1,9.88,359.0,1.9738461538461538,0.007344615384615379,5.0
2012-11-08,1.72,9.88,9.0,1.546,0.005300000000000005,3.0
2012-11-09,1.87,14.29,310.0,1.6976923076923076,0.0078104615384615465,4.0
2012-11-10,2.09,14.29,310.0,1.8942307692307692,0.00903338461538459,7.0
2012-11-11,1.72,12.5,305.0,1.625,0.003905999999999993,4.0
2012-11-12,1.47,10.53,322.0,1.2903846153846152,0.0033558461538461576,3.0
2012-11-13,1.37,9.88,335.0,1.2892307692307694,0.002159384615384616,2.0
2012-11-14,1.54,6.67,35.0,1.3958333333333333,0.010355797101449283,1.0
2012-11-15,2.1,14.29,326.0,1.8844,0.013442333333333325,4.0
2012-11-16,3.16,16.67,332.0,2.8084,0.03280566666666669,10.0
2012-11-17,2.4,13.33,336.0,2.2738095238095237,0.006634761904761907,6.0
2012-11-18,1.96,10.53,27.0,1.7704,0.010987333333333356,4.0
2012-11-19,1.5,7.69,42.0,1.3613636363636363,0.006050432900432884,2.0
2012-11-20,1.41,11.11,3.0,1.268846153846154,0.003514615384615386,2.0
2012-11-21,1.51,12.5,359.0,1.2534615384615384,0.01692753846153842,4.0
2012-11-22,1.88,14.29,0.0,1.432,0.04740000000000002,6.0
